HOSP_DISTRICT,HOSP_NAME,CATEGORY_NAME,no_of_patient,total_claim_amount,start_data,end_date
Kurnool,SUSEELANETRALAYAANDMATERNITYHOSPITAL,OPHTHALMOLOGY  SURGERY,2,42350,2016-06-01,2016-06-30
Kurnool,Shantiram Medical College  General Hospital,GENERAL SURGERY,1,25000,2016-06-01,2016-06-30
Kurnool,Shantiram Medical College  General Hospital,GENITO URINARY SURGERIES,1,18230,2016-06-01,2016-06-30
Kurnool,VISWABHARATHI HOSPITAL,GENITO URINARY SURGERIES,1,20000,2016-06-01,2016-06-30
Kurnool,Vijaya Hospital - Kurnool,ORTHOPEDIC  SURGERY AND PROCEDURES,1,10000,2016-06-01,2016-06-30
Kurnool,Viswabharathi Cancer Hospital,MEDICAL ONCOLOGY,4,43030,2016-06-01,2016-06-30
Kurnool,Viswabharathi Cancer Hospital,RADIATION ONCOLOGY,1,55000,2016-06-01,2016-06-30
Kurnool,Viswabharathi Cancer Hospital,SURGICAL ONCOLOGY,8,314450,2016-06-01,2016-06-30
Nellore,ABHIRAM INSTITUTE OF MEDICAL SCIENCES,CRITICAL CARE,1,65000,2016-06-01,2016-06-30
Nellore,ABHIRAM INSTITUTE OF MEDICAL SCIENCES,GENERAL SURGERY,3,50000,2016-06-01,2016-06-30
Nellore,ABHIRAM INSTITUTE OF MEDICAL SCIENCES,NEPHROLOGY,4,66370,2016-06-01,2016-06-30
Nellore,ABHIRAM INSTITUTE OF MEDICAL SCIENCES,ORTHOPEDIC  SURGERY AND PROCEDURES,1,9100,2016-06-01,2016-06-30
Nellore,ABHIRAM INSTITUTE OF MEDICAL SCIENCES,PULMONOLOGY,5,136100,2016-06-01,2016-06-30
Nellore,Anasuya Institute Of Medical Sciences,CARDIAC AND CARDIOTHORACIC SURGERY,3,345000,2016-06-01,2016-06-30
Nellore,Anasuya Institute Of Medical Sciences,ENT  SURGERY,3,43000,2016-06-01,2016-06-30
Nellore,Government General Hospital - Nellore,GYNAECOLOGY AND OBSTETRICS  SURGERY,1,20000,2016-06-01,2016-06-30
Nellore,Government General Hospital - Nellore,NEPHROLOGY,23,273750,2016-06-01,2016-06-30
Nellore,Government General Hospital - Nellore,POLY TRAUMA,1,17300,2016-06-01,2016-06-30
Nellore,Government General Hospital - Nellore,SURGICAL GASTRO ENTEROLOGY,1,80000,2016-06-01,2016-06-30
Nellore,Jayabharat Hospital,GENERAL SURGERY,1,25000,2016-06-01,2016-06-30
Nellore,Jayabharat Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,2,20000,2016-06-01,2016-06-30
Nellore,Jayabharat Hospital,POLY TRAUMA,7,210000,2016-06-01,2016-06-30
Nellore,Kandukuri Hospital,NEUROSURGERY,1,50000,2016-06-01,2016-06-30
Nellore,Kandukuri Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,1,20000,2016-06-01,2016-06-30
Nellore,Kandukuri Hospital,POLY TRAUMA,4,116000,2016-06-01,2016-06-30
Nellore,Krishna Institute of Medical Sciences Bollineni Hospital Nellore,CARDIAC AND CARDIOTHORACIC SURGERY,1,80000,2016-06-01,2016-06-30
Nellore,Krishna Institute of Medical Sciences Bollineni Hospital Nellore,GASTROENTEROLOGY,1,50000,2016-06-01,2016-06-30
Nellore,Krishna Institute of Medical Sciences Bollineni Hospital Nellore,PULMONOLOGY,1,25000,2016-06-01,2016-06-30
Nellore,Narayana Medical College Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,5,492430,2016-06-01,2016-06-30
Nellore,Narayana Medical College Hospital,CARDIOLOGY,5,115000,2016-06-01,2016-06-30
Nellore,Narayana Medical College Hospital,CRITICAL CARE,8,429225,2016-06-01,2016-06-30
Nellore,Narayana Medical College Hospital,ENT  SURGERY,2,24760,2016-06-01,2016-06-30
Nellore,Narayana Medical College Hospital,GASTROENTEROLOGY,8,204170,2016-06-01,2016-06-30
Nellore,Narayana Medical College Hospital,GENERAL SURGERY,2,56100,2016-06-01,2016-06-30
Nellore,Narayana Medical College Hospital,NEPHROLOGY,22,333740,2016-06-01,2016-06-30
Nellore,Narayana Medical College Hospital,NEUROLOGY,10,168100,2016-06-01,2016-06-30
Nellore,Narayana Medical College Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,4,75500,2016-06-01,2016-06-30
Nellore,Narayana Medical College Hospital,PEDIATRICS,3,120000,2016-06-01,2016-06-30
Nellore,Narayana Medical College Hospital,PLASTIC SURGERY,1,15000,2016-06-01,2016-06-30
Nellore,Narayana Medical College Hospital,POLY TRAUMA,3,104900,2016-06-01,2016-06-30
Nellore,Narayana Medical College Hospital,PULMONOLOGY,17,460800,2016-06-01,2016-06-30
Nellore,Narayana Medical College Hospital,SURGICAL GASTRO ENTEROLOGY,1,35000,2016-06-01,2016-06-30
Nellore,RAINBOW SUPER SPECIALITY HOSPITAL ,NEPHROLOGY,8,100450,2016-06-01,2016-06-30
Nellore,RAINBOW SUPER SPECIALITY HOSPITAL ,NEUROLOGY,4,77300,2016-06-01,2016-06-30
Nellore,RAINBOW SUPER SPECIALITY HOSPITAL ,PULMONOLOGY,1,23000,2016-06-01,2016-06-30
Nellore,Ravi Institute Of Child Health Pvt Ltd Rich Hospitals Nellore,PEDIATRICS,1,60000,2016-06-01,2016-06-30
Nellore,SIMHAPURI HOSPITALS,CARDIAC AND CARDIOTHORACIC SURGERY,5,403320,2016-06-01,2016-06-30
Nellore,SIMHAPURI HOSPITALS,GENITO URINARY SURGERIES,4,102980,2016-06-01,2016-06-30
Nellore,SIMHAPURI HOSPITALS,NEPHROLOGY,19,237136,2016-06-01,2016-06-30
Nellore,SIMHAPURI HOSPITALS,NEUROSURGERY,1,50000,2016-06-01,2016-06-30
Nellore,St.Josephs General Hospital,CRITICAL CARE,4,245000,2016-06-01,2016-06-30
Nellore,St.Josephs General Hospital,PEDIATRICS,7,308000,2016-06-01,2016-06-30
Nellore,St.Josephs General Hospital,PULMONOLOGY,5,109000,2016-06-01,2016-06-30
Prakasam,AMRUTHA HEART HOSPITAL,CARDIOLOGY,1,10000,2016-06-01,2016-06-30
Prakasam,Area Hospital - Cheerala,GENERAL SURGERY,1,38200,2016-06-01,2016-06-30
Prakasam,Area Hospital - Cheerala,POLY TRAUMA,1,34800,2016-06-01,2016-06-30
Prakasam,CHANDAMAMA CHILDRENS HOSPITAL,PEDIATRICS,2,70080,2016-06-01,2016-06-30
Prakasam,HCG Mnr Curie Cancer Centre Health Care Global Enterprises Ltd,RADIATION ONCOLOGY,2,115000,2016-06-01,2016-06-30
Prakasam,MCH ongole,PEDIATRICS,5,125000,2016-06-01,2016-06-30
Prakasam,Nalluri Nursing Home,ENT  SURGERY,3,29810,2016-06-01,2016-06-30
Prakasam,Nalluri Nursing Home,POLY TRAUMA,1,11500,2016-06-01,2016-06-30
Prakasam,PRASAD MULTI SPECIALITY HOSPITAL,POLY TRAUMA,1,35000,2016-06-01,2016-06-30
Prakasam,Rajiv Gandhi Institute of Medical Sciences RIMS Ongole,DERMATOLOGY,1,20570,2016-06-01,2016-06-30
Prakasam,Rajiv Gandhi Institute of Medical Sciences RIMS Ongole,ENT  SURGERY,9,114400,2016-06-01,2016-06-30
Prakasam,Rajiv Gandhi Institute of Medical Sciences RIMS Ongole,GENERAL SURGERY,4,93300,2016-06-01,2016-06-30
Prakasam,Rajiv Gandhi Institute of Medical Sciences RIMS Ongole,GENITO URINARY SURGERIES,1,16266,2016-06-01,2016-06-30
Prakasam,Rajiv Gandhi Institute of Medical Sciences RIMS Ongole,NEPHROLOGY,3,27500,2016-06-01,2016-06-30
Prakasam,Rajiv Gandhi Institute of Medical Sciences RIMS Ongole,ORTHOPEDIC  SURGERY AND PROCEDURES,1,22300,2016-06-01,2016-06-30
Prakasam,Rajiv Gandhi Institute of Medical Sciences RIMS Ongole,POLY TRAUMA,5,107294,2016-06-01,2016-06-30
Prakasam,SAI VEENA CHILDRENS HOSPITAL,PEDIATRICS,21,842040,2016-06-01,2016-06-30
Prakasam,SANGHAMITRA HOSPITALS PVT LTD,CRITICAL CARE,1,35000,2016-06-01,2016-06-30
Prakasam,SANGHAMITRA HOSPITALS PVT LTD,NEPHROLOGY,1,2500,2016-06-01,2016-06-30
Prakasam,Venkataramana Nursing Home,GENITO URINARY SURGERIES,9,252280,2016-06-01,2016-06-30
Prakasam,Venkataramana Nursing Home,ORTHOPEDIC  SURGERY AND PROCEDURES,5,187000,2016-06-01,2016-06-30
Prakasam,Venkataramana Nursing Home,PEDIATRICS,24,829980,2016-06-01,2016-06-30
Prakasam,Venkataramana Nursing Home,POLY TRAUMA,5,156500,2016-06-01,2016-06-30
Ranga Reddy,BIBI Hospitals Private Limited,RADIATION ONCOLOGY,1,45000,2016-06-01,2016-06-30
Ranga Reddy,CONTINENTAL HOSPITALS LIMITED,MEDICAL ONCOLOGY,1,2672,2016-06-01,2016-06-30
Ranga Reddy,Kamineni Hospitals Pvt Ltd ,CARDIAC AND CARDIOTHORACIC SURGERY,1,40500,2016-06-01,2016-06-30
Ranga Reddy,Kamineni Hospitals Pvt Ltd ,NEPHROLOGY,2,25000,2016-06-01,2016-06-30
Ranga Reddy,Kamineni Hospitals Pvt Ltd ,NEUROSURGERY,1,30000,2016-06-01,2016-06-30
Ranga Reddy,Kamineni Hospitals Pvt Ltd ,POLY TRAUMA,1,27300,2016-06-01,2016-06-30
Ranga Reddy,Malla reddy narayana multispeciality HospitalA unit of chandramma educational society,CARDIAC AND CARDIOTHORACIC SURGERY,1,10000,2016-06-01,2016-06-30
Ranga Reddy,Malla reddy narayana multispeciality HospitalA unit of chandramma educational society,NEPHROLOGY,2,25000,2016-06-01,2016-06-30
Ranga Reddy,SBR PULSE HOSPITAL,NEPHROLOGY,1,12500,2016-06-01,2016-06-30
Ranga Reddy,SPARK HOSPITALS,ORTHOPEDIC  SURGERY AND PROCEDURES,1,10000,2016-06-01,2016-06-30
Ranga Reddy,SRI SRI HOLISTIC HOSPITAL A UNIT OF SREE RAMCHANDRA HEALTH SERVICES PRIVATE LIMITED,CARDIAC AND CARDIOTHORACIC SURGERY,2,125010,2016-06-01,2016-06-30
Ranga Reddy,SRI SRI HOLISTIC HOSPITAL A UNIT OF SREE RAMCHANDRA HEALTH SERVICES PRIVATE LIMITED,GENITO URINARY SURGERIES,2,40000,2016-06-01,2016-06-30
Ranga Reddy,Sri Raghavendra Hospital,GENITO URINARY SURGERIES,2,40000,2016-06-01,2016-06-30
Srikakulam,Area hospital - Tekkali,NEPHROLOGY,5,62500,2016-06-01,2016-06-30
Srikakulam,CHC - Palasa,GENERAL SURGERY,2,61400,2016-06-01,2016-06-30
Srikakulam,GMR Varalakshmi CARE Hospital ,ENT  SURGERY,2,30160,2016-06-01,2016-06-30
Srikakulam,GMR Varalakshmi CARE Hospital ,GENITO URINARY SURGERIES,1,21000,2016-06-01,2016-06-30
Srikakulam,GMR Varalakshmi CARE Hospital ,NEPHROLOGY,1,12500,2016-06-01,2016-06-30
Srikakulam,GMR Varalakshmi CARE Hospital ,PEDIATRICS,8,250980,2016-06-01,2016-06-30
Srikakulam,KIMS SAI SESHDRI HOSPITAL,CARDIAC AND CARDIOTHORACIC SURGERY,6,572010,2016-06-01,2016-06-30
Srikakulam,KIMS SAI SESHDRI HOSPITAL,CARDIOLOGY,5,147000,2016-06-01,2016-06-30
Srikakulam,KIMS SAI SESHDRI HOSPITAL,ENT  SURGERY,1,15080,2016-06-01,2016-06-30
Srikakulam,KIMS SAI SESHDRI HOSPITAL,GENERAL SURGERY,1,25000,2016-06-01,2016-06-30
Srikakulam,KIMS SAI SESHDRI HOSPITAL,GENITO URINARY SURGERIES,8,226840,2016-06-01,2016-06-30
Srikakulam,KIMS SAI SESHDRI HOSPITAL,NEPHROLOGY,6,149190,2016-06-01,2016-06-30
Srikakulam,KIMS SAI SESHDRI HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,4,78000,2016-06-01,2016-06-30
Srikakulam,KIMS SAI SESHDRI HOSPITAL,POLY TRAUMA,2,30000,2016-06-01,2016-06-30
Srikakulam,M S Baggu Sarojini Devi Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,1,20000,2016-06-01,2016-06-30
Srikakulam,"Rims Govt. General Hospital, Srikakulam",GENERAL SURGERY,8,157330,2016-06-01,2016-06-30
Srikakulam,"Rims Govt. General Hospital, Srikakulam",GYNAECOLOGY AND OBSTETRICS  SURGERY,3,67420,2016-06-01,2016-06-30
Srikakulam,"Rims Govt. General Hospital, Srikakulam",ORTHOPEDIC  SURGERY AND PROCEDURES,1,22300,2016-06-01,2016-06-30
Srikakulam,"Rims Govt. General Hospital, Srikakulam",PEDIATRICS,5,130300,2016-06-01,2016-06-30
Srikakulam,"Rims Govt. General Hospital, Srikakulam",POLY TRAUMA,12,257700,2016-06-01,2016-06-30
Vishakhapatnam,ADITYA MULTI CARE HOSPITAL,NEPHROLOGY,1,30870,2016-06-01,2016-06-30
Vishakhapatnam,ADITYA MULTI CARE HOSPITAL,NEUROLOGY,5,116030,2016-06-01,2016-06-30
Vishakhapatnam,Apollo Hospitals Enterprises Ltd - Vizag,CARDIAC AND CARDIOTHORACIC SURGERY,1,80000,2016-06-01,2016-06-30
Vishakhapatnam,Area Hospital - Narsipatnam,GENERAL SURGERY,2,49100,2016-06-01,2016-06-30
Vishakhapatnam,Area hosital anakapalli,GENERAL MEDICINE,1,14000,2016-06-01,2016-06-30
Vishakhapatnam,Area hosital anakapalli,GENERAL SURGERY,1,17500,2016-06-01,2016-06-30
Vishakhapatnam,Area hosital anakapalli,GYNAECOLOGY AND OBSTETRICS  SURGERY,3,52500,2016-06-01,2016-06-30
Vishakhapatnam,Area hosital anakapalli,POLY TRAUMA,7,166500,2016-06-01,2016-06-30
Vishakhapatnam,Care Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,5,413962,2016-06-01,2016-06-30
Vishakhapatnam,Care Hospital,CARDIOLOGY,5,173687,2016-06-01,2016-06-30
Vishakhapatnam,Care Hospital,CRITICAL CARE,1,17300,2016-06-01,2016-06-30
Vishakhapatnam,Care Hospital,GENITO URINARY SURGERIES,1,93503,2016-06-01,2016-06-30
Vishakhapatnam,Care Hospital,NEPHROLOGY,6,47175,2016-06-01,2016-06-30
Vishakhapatnam,Dr.R.S.P.R.Govt.Regional Eye Hospital,OPHTHALMOLOGY  SURGERY,2,16100,2016-06-01,2016-06-30
Vishakhapatnam,GAJUWAKA HOSPITALS PVT LTD RK HOSPITAL,ENT  SURGERY,1,13280,2016-06-01,2016-06-30
Vishakhapatnam,GAJUWAKA HOSPITALS PVT LTD RK HOSPITAL,NEPHROLOGY,23,294890,2016-06-01,2016-06-30
Vishakhapatnam,GAJUWAKA HOSPITALS PVT LTD RK HOSPITAL,NEUROLOGY,2,35900,2016-06-01,2016-06-30
Vishakhapatnam,Government Ent Hospital,ENT  SURGERY,27,351120,2016-06-01,2016-06-30
Vishakhapatnam,Government Ent Hospital,GENERAL SURGERY,2,46400,2016-06-01,2016-06-30
Vishakhapatnam,Government Victoria Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,7,152100,2016-06-01,2016-06-30
Vishakhapatnam,Govt Hospital For Chest And Communicable Diseases,PULMONOLOGY,8,186000,2016-06-01,2016-06-30
Vishakhapatnam,ICON KRISHI HOSPITAL PVT LTD,NEPHROLOGY,1,10000,2016-06-01,2016-06-30
Vishakhapatnam,ICON KRISHI HOSPITAL PVT LTD,ORTHOPEDIC  SURGERY AND PROCEDURES,1,20000,2016-06-01,2016-06-30
Vishakhapatnam,Kala Hospitals P Ltd,NEPHROLOGY,1,2500,2016-06-01,2016-06-30
Vishakhapatnam,Kala Hospitals P Ltd,NEUROLOGY,3,31175,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,46,3669494,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,CARDIOLOGY,30,627500,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,CRITICAL CARE,2,36400,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,ENDOCRINOLOGY,4,60030,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,GASTROENTEROLOGY,39,525880,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,GENERAL MEDICINE,44,661709,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,GENERAL SURGERY,50,1234906,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,GENITO URINARY SURGERIES,20,640084,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,14,298410,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,NEPHROLOGY,62,1035440,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,NEUROLOGY,58,1081650,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,NEUROSURGERY,6,225982,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,8,207720,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,PEDIATRIC SURGERIES,34,944530,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,PEDIATRICS,61,1161066,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,PLASTIC SURGERY,3,72800,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,POLY TRAUMA,32,662500,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,PULMONOLOGY,9,142000,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,RHEUMATOLOGY,5,87453,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,SURGICAL GASTRO ENTEROLOGY,2,112000,2016-06-01,2016-06-30
Vishakhapatnam,King George Hospital,SURGICAL ONCOLOGY,11,456410,2016-06-01,2016-06-30
Vishakhapatnam,Lazarus Hospital Limited,GENITO URINARY SURGERIES,2,56000,2016-06-01,2016-06-30
Vishakhapatnam,Lazarus Hospital Limited,NEPHROLOGY,7,99500,2016-06-01,2016-06-30
Vishakhapatnam,Lions District 324 C1 Cancer Treatment And Research Center,MEDICAL ONCOLOGY,4,10000,2016-06-01,2016-06-30
Vishakhapatnam,Lions District 324 C1 Cancer Treatment And Research Center,SURGICAL ONCOLOGY,4,160000,2016-06-01,2016-06-30
Vishakhapatnam,Ms Mahatma Gandhi Cancer Hospital and Research Institute,RADIATION ONCOLOGY,1,65000,2016-06-01,2016-06-30
Vishakhapatnam,Ms Mahatma Gandhi Cancer Hospital and Research Institute,SURGICAL ONCOLOGY,1,63382,2016-06-01,2016-06-30
Vishakhapatnam,MyCure HospitalsA Unit of Sahrudaya Helath Care Private Limited,CARDIAC AND CARDIOTHORACIC SURGERY,6,395040,2016-06-01,2016-06-30
Vishakhapatnam,MyCure HospitalsA Unit of Sahrudaya Helath Care Private Limited,CARDIOLOGY,2,57000,2016-06-01,2016-06-30
Vishakhapatnam,MyCure HospitalsA Unit of Sahrudaya Helath Care Private Limited,GENITO URINARY SURGERIES,2,35138,2016-06-01,2016-06-30
Vishakhapatnam,MyCure HospitalsA Unit of Sahrudaya Helath Care Private Limited,NEPHROLOGY,8,133050,2016-06-01,2016-06-30
Vishakhapatnam,MyCure HospitalsA Unit of Sahrudaya Helath Care Private Limited,ORTHOPEDIC  SURGERY AND PROCEDURES,2,62828,2016-06-01,2016-06-30
Vishakhapatnam,MyCure HospitalsA Unit of Sahrudaya Helath Care Private Limited,PEDIATRICS,1,60000,2016-06-01,2016-06-30
Vishakhapatnam,Nri General Hospital,ENT  SURGERY,1,17000,2016-06-01,2016-06-30
Vishakhapatnam,Nri General Hospital,GENERAL SURGERY,2,41600,2016-06-01,2016-06-30
Vishakhapatnam,Nri General Hospital,GENITO URINARY SURGERIES,1,20000,2016-06-01,2016-06-30
Vishakhapatnam,Nri General Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,1,20000,2016-06-01,2016-06-30
Vishakhapatnam,OMNI RK HOSPITAL A Unit of INCOR Hospitals Vizag PVT LTD,CARDIAC AND CARDIOTHORACIC SURGERY,1,10000,2016-06-01,2016-06-30
Vishakhapatnam,OMNI RK HOSPITAL A Unit of INCOR Hospitals Vizag PVT LTD,NEPHROLOGY,7,76250,2016-06-01,2016-06-30
Vishakhapatnam,OMNI RK HOSPITAL A Unit of INCOR Hospitals Vizag PVT LTD,ORTHOPEDIC  SURGERY AND PROCEDURES,3,125241,2016-06-01,2016-06-30
Vishakhapatnam,Queens Nri Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,6,560856,2016-06-01,2016-06-30
Vishakhapatnam,Queens Nri Hospitals,CARDIOLOGY,1,70000,2016-06-01,2016-06-30
Vishakhapatnam,Queens Nri Hospitals,GENERAL SURGERY,1,25000,2016-06-01,2016-06-30
Vishakhapatnam,Queens Nri Hospitals,GENITO URINARY SURGERIES,2,56100,2016-06-01,2016-06-30
Vishakhapatnam,Queens Nri Hospitals,MEDICAL ONCOLOGY,1,11500,2016-06-01,2016-06-30
Vishakhapatnam,Queens Nri Hospitals,NEPHROLOGY,39,477500,2016-06-01,2016-06-30
Vishakhapatnam,Queens Nri Hospitals,ORTHOPEDIC  SURGERY AND PROCEDURES,5,129000,2016-06-01,2016-06-30
Vishakhapatnam,Queens Nri Hospitals,POLY TRAUMA,1,30000,2016-06-01,2016-06-30
Vishakhapatnam,Queens Nri Hospitals,RADIATION ONCOLOGY,1,50000,2016-06-01,2016-06-30
Vishakhapatnam,SRADDHA HOSPITAL,GENITO URINARY SURGERIES,1,27000,2016-06-01,2016-06-30
Vishakhapatnam,SRADDHA HOSPITAL,NEPHROLOGY,10,96250,2016-06-01,2016-06-30
Vishakhapatnam,Surya Sri Hospital Private Ltd.,CRITICAL CARE,1,50000,2016-06-01,2016-06-30
Vishakhapatnam,Vaishnavi Hospital,NEUROSURGERY,1,68890,2016-06-01,2016-06-30
Vishakhapatnam,Vaishnavi Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,2,46428,2016-06-01,2016-06-30
Vishakhapatnam,Vasugan Medical Specialities Pvt Ltd Indus Hospital-Vizag,NEUROLOGY,1,17400,2016-06-01,2016-06-30
Vizianagaram,Area Hospital - Parvathipuram,GYNAECOLOGY AND OBSTETRICS  SURGERY,1,30000,2016-06-01,2016-06-30
Vizianagaram,Area Hospital - Parvathipuram,NEUROLOGY,2,32000,2016-06-01,2016-06-30
Vizianagaram,District Hospital - Vizianagaram,ENT  SURGERY,2,23200,2016-06-01,2016-06-30
Vizianagaram,District Hospital - Vizianagaram,GENERAL SURGERY,7,140900,2016-06-01,2016-06-30
Vizianagaram,District Hospital - Vizianagaram,GYNAECOLOGY AND OBSTETRICS  SURGERY,9,194700,2016-06-01,2016-06-30
Vizianagaram,District Hospital - Vizianagaram,NEPHROLOGY,21,252500,2016-06-01,2016-06-30
Vizianagaram,District Hospital - Vizianagaram,NEUROLOGY,12,199800,2016-06-01,2016-06-30
Vizianagaram,District Hospital - Vizianagaram,PLASTIC SURGERY,1,28896,2016-06-01,2016-06-30
Vizianagaram,District Hospital - Vizianagaram,POLY TRAUMA,3,107600,2016-06-01,2016-06-30
Vizianagaram,Maharajah Institute Of Medical Sciences,GENITO URINARY SURGERIES,4,104000,2016-06-01,2016-06-30
Vizianagaram,Maharajah Institute Of Medical Sciences,NEPHROLOGY,20,342770,2016-06-01,2016-06-30
Vizianagaram,Maharajah Institute Of Medical Sciences,NEUROLOGY,4,89010,2016-06-01,2016-06-30
Vizianagaram,Maharajah Institute Of Medical Sciences,ORTHOPEDIC  SURGERY AND PROCEDURES,1,25000,2016-06-01,2016-06-30
Vizianagaram,Maharajah Institute Of Medical Sciences,PEDIATRICS,5,60000,2016-06-01,2016-06-30
Vizianagaram,Maharajah Institute Of Medical Sciences,PULMONOLOGY,10,242000,2016-06-01,2016-06-30
Vizianagaram,Sri Sai Super Speciality Hospital-Vizianagaram,GENITO URINARY SURGERIES,1,33380,2016-06-01,2016-06-30
Vizianagaram,Sri Sai Super Speciality Hospital-Vizianagaram,ORTHOPEDIC  SURGERY AND PROCEDURES,2,43200,2016-06-01,2016-06-30
Vizianagaram,"Tirumala Multi Speciality Hospitals (India )Pvt. Ltd., Vizianagaram",CARDIAC AND CARDIOTHORACIC SURGERY,14,1080130,2016-06-01,2016-06-30
Vizianagaram,"Tirumala Multi Speciality Hospitals (India )Pvt. Ltd., Vizianagaram",CARDIOLOGY,7,200000,2016-06-01,2016-06-30
Vizianagaram,"Tirumala Multi Speciality Hospitals (India )Pvt. Ltd., Vizianagaram",CRITICAL CARE,1,50000,2016-06-01,2016-06-30
Vizianagaram,"Tirumala Multi Speciality Hospitals (India )Pvt. Ltd., Vizianagaram",ENT  SURGERY,2,25080,2016-06-01,2016-06-30
Vizianagaram,"Tirumala Multi Speciality Hospitals (India )Pvt. Ltd., Vizianagaram",NEPHROLOGY,12,153870,2016-06-01,2016-06-30
Vizianagaram,"Tirumala Multi Speciality Hospitals (India )Pvt. Ltd., Vizianagaram",NEUROLOGY,1,20000,2016-06-01,2016-06-30
Vizianagaram,"Tirumala Multi Speciality Hospitals (India )Pvt. Ltd., Vizianagaram",NEUROSURGERY,1,50000,2016-06-01,2016-06-30
Vizianagaram,"Tirumala Multi Speciality Hospitals (India )Pvt. Ltd., Vizianagaram",POLY TRAUMA,1,30000,2016-06-01,2016-06-30
Warangal,Mahatma Gandhi Memorial Hospital,ENT  SURGERY,1,10000,2016-06-01,2016-06-30
West Godavari,APPLE HOSPITAL A UNIT OF TANUKU HOSPITAL,CARDIAC AND CARDIOTHORACIC SURGERY,6,430060,2016-06-01,2016-06-30
West Godavari,APPLE HOSPITAL A UNIT OF TANUKU HOSPITAL,CARDIOLOGY,6,114000,2016-06-01,2016-06-30
West Godavari,APPLE HOSPITAL A UNIT OF TANUKU HOSPITAL,GENITO URINARY SURGERIES,9,263060,2016-06-01,2016-06-30
West Godavari,APPLE HOSPITAL A UNIT OF TANUKU HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,1,20000,2016-06-01,2016-06-30
West Godavari,APPLE HOSPITAL A UNIT OF TANUKU HOSPITAL,PEDIATRICS,11,324000,2016-06-01,2016-06-30
West Godavari,Alluri Sitarama Raju Academy Of Medical Sciences Asram Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,6,430060,2016-06-01,2016-06-30
West Godavari,Alluri Sitarama Raju Academy Of Medical Sciences Asram Hospital,CARDIOLOGY,5,110000,2016-06-01,2016-06-30
West Godavari,Alluri Sitarama Raju Academy Of Medical Sciences Asram Hospital,NEPHROLOGY,4,35580,2016-06-01,2016-06-30
West Godavari,Alluri Sitarama Raju Academy Of Medical Sciences Asram Hospital,PULMONOLOGY,1,50000,2016-06-01,2016-06-30
West Godavari,Area Hospital - Bhimavaram,NEUROLOGY,1,20000,2016-06-01,2016-06-30
West Godavari,Area Hospital - Tanuku,GYNAECOLOGY AND OBSTETRICS  SURGERY,2,43900,2016-06-01,2016-06-30
West Godavari,Area Hospital - Tanuku,ORTHOPEDIC  SURGERY AND PROCEDURES,4,27300,2016-06-01,2016-06-30
West Godavari,Area Hospital - Tanuku,PEDIATRICS,7,195000,2016-06-01,2016-06-30
West Godavari,Area Hospital - Tanuku,POLY TRAUMA,1,27300,2016-06-01,2016-06-30
West Godavari,District Hospital - Eluru,NEPHROLOGY,2,7500,2016-06-01,2016-06-30
West Godavari,District Hospital - Eluru,NEUROLOGY,6,100500,2016-06-01,2016-06-30
West Godavari,District Hospital - Eluru,ORTHOPEDIC  SURGERY AND PROCEDURES,1,25000,2016-06-01,2016-06-30
West Godavari,District Hospital - Eluru,POLY TRAUMA,2,20000,2016-06-01,2016-06-30
